Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,SYN Flag Count,URG Flag Count,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ClassLabel
2897,16,0,7040.0,0.0,440.0,440.0,0.0,0.0,0.0,0.0,2430100.1035554023,5522.954780807732,193.13333,268.09375,963.0,0.0,2897.0,193.13333,268.09375,963.0,0.0,0.0,0.0,0.0,0.0,0.0,0,320,0,5522.9546,0.0,440.0,440.0,0.0,0.0,0,0,467.5,440.0,0.0,16,7040,0,0,-1,-1,15,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
41116,3,5,26.0,11601.0,20.0,8.666667,10.263203,4380.0,2320.2,2207.3413,282785.2904,194.5714564,5873.7144,10031.56,24648.0,40.0,15525.0,7762.5,10859.039,15441.0,84.0,41076.0,10269.0,11936.872,24648.0,159.0,0,72,112,72.964294,121.60716,4380.0,1291.8889,1980.7102,3.923213e+06,0,0,1453.375,8.666667,2320.2,3,26,5,11601,8192,229,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
281587,2,2,96.0,282.0,48.0,48.0,0.0,141.0,141.0,0.0,1342.39151665382,14.205201234432,93862.336,115172.445,222395.0,29.0,59163.0,59163.0,0.0,59163.0,59163.0,29.0,29.0,0.0,29.0,29.0,0,16,16,7.1026006,7.1026006,141.0,85.2,50.938198,2594.7,0,0,106.5,48.0,141.0,2,96,2,282,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
4088887,5,5,935.0,933.0,935.0,187.0,418.1447,311.0,186.6,170.34172,456.8480224609375,2.445653200149536,454320.78,1.1503669e+06,3509876.0,5.0,4088887.0,1.02222175e+06,1.6758842e+06,3509881.0,24.0,533045.0,133261.25,131711.9,266958.0,1744.0,0,168,168,1.2228266,1.2228266,935.0,169.81818,291.06143,84716.766,0,0,186.8,187.0,186.6,5,935,5,933,219,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
424,1,1,59.0,75.0,59.0,59.0,0.0,75.0,75.0,0.0,316037.735849057,4716.9811320755,424.0,0.0,424.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,2358.4905,2358.4905,75.0,64.333336,9.237604,85.333336,0,0,96.5,59.0,75.0,1,59,1,75,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
158,2,2,82.0,114.0,41.0,41.0,0.0,57.0,57.0,0.0,1240506.32911392,25316.4556962025,52.666668,52.728867,108.0,3.0,3.0,3.0,0.0,3.0,3.0,47.0,47.0,0.0,47.0,47.0,0,40,40,12658.228,12658.228,57.0,47.4,8.763561,76.8,0,0,59.25,41.0,57.0,2,82,2,114,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
27,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74074.07407,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,37037.035,37037.035,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1,0,1,0,131,253,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
12720,1,1,36.0,114.0,36.0,36.0,0.0,114.0,114.0,0.0,11792.4528301887,157.232704402516,12720.0,0.0,12720.0,12720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,78.616356,78.616356,114.0,62.0,45.03332,2028.0,0,0,93.0,36.0,114.0,1,36,1,114,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
100097737,11,10,10.0,0.0,1.0,0.90909094,0.30151135,0.0,0.0,0.0,0.0999023584,0.2097949527,5.004887e+06,5.1238605e+06,10082785.0,10752.0,100097737.0,1.0009774e+07,44274.992,10093636.0,9907026.0,90190632.0,1.0021181e+07,27192.303,10093648.0,10011585.0,0,220,320,0.10989259,0.09990236,1.0,0.5,0.5117663,0.26190478,0,0,0.52380955,0.90909094,0.0,11,10,10,0,253,62,9,20,10853.4,42.116768,10913.0,10752.0,9.99892e+06,44248.863,10082785.0,9896274.0,Benign
199,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10050.251256281406,199.0,0.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,5025.1255,5025.1255,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,1,0,-1,16195,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
416595,2,0,44.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,105.6181663246,4.800825742,416595.0,0.0,416595.0,416595.0,416595.0,416595.0,0.0,416595.0,416595.0,0.0,0.0,0.0,0.0,0.0,0,16,0,4.8008256,0.0,22.0,22.0,0.0,0.0,0,0,33.0,22.0,0.0,2,44,0,0,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
313907,2,2,59.0,12.0,53.0,29.5,33.23402,6.0,6.0,0.0,226.1816398,12.74262759,104635.664,181150.3,313810.0,3.0,313907.0,313907.0,0.0,313907.0,313907.0,3.0,3.0,0.0,3.0,3.0,1,40,40,6.3713136,6.3713136,53.0,24.8,25.74296,662.7,1,0,31.0,29.5,6.0,2,59,2,12,131,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
1228,5,2,935.0,316.0,935.0,187.0,418.1447,316.0,158.0,223.44574,1018729.625,5700.32568359375,204.66667,261.40134,675.0,3.0,1228.0,307.0,464.30807,990.0,3.0,675.0,675.0,0.0,675.0,675.0,0,124,40,4071.6611,1628.6646,935.0,156.375,333.4786,111207.984,0,0,178.71428,187.0,158.0,5,935,2,316,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
861,1,1,52.0,112.0,52.0,52.0,0.0,112.0,112.0,0.0,190476.19047619,2322.8803716609,861.0,0.0,861.0,861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,1161.4402,1161.4402,112.0,72.0,34.641018,1200.0,0,0,108.0,52.0,112.0,1,52,1,112,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
1000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,500.0,692.96466,990.0,10.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,64,32,2000.0,1000.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,1,0,251,235,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
4985074,5,3,935.0,410.0,935.0,187.0,418.1447,410.0,136.66667,236.71361,269.805419921875,1.6047905683517456,712153.44,1.8341825e+06,4870841.0,4.0,4985074.0,1.2462685e+06,2.416805e+06,4870845.0,19.0,101408.0,50704.0,71358.39,101162.0,246.0,0,168,104,1.0029942,0.6017965,935.0,149.44444,324.29196,105165.28,0,0,168.125,187.0,136.66667,5,935,3,410,219,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
1758,1,1,22.0,91.0,22.0,22.0,0.0,91.0,91.0,0.0,64277.5881683732,1137.6564277588,1758.0,0.0,1758.0,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,568.8282,568.8282,91.0,45.0,39.83717,1587.0,0,0,67.5,22.0,91.0,1,22,1,91,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
18211,1,1,34.0,90.0,34.0,34.0,0.0,90.0,90.0,0.0,6809.0714403383,109.8237329087,18211.0,0.0,18211.0,18211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,54.911865,54.911865,90.0,52.666668,32.331615,1045.3334,0,0,79.0,34.0,90.0,1,34,1,90,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
318828,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.27297477,318828.0,0.0,318828.0,318828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,32,3.1364875,3.1364875,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1,0,1,0,230,259,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50862,2,2,180.0,212.0,90.0,90.0,0.0,106.0,106.0,0.0,7707.12909441233,78.6441744327789,16954.0,29319.299,50809.0,4.0,4.0,4.0,0.0,4.0,4.0,49.0,49.0,0.0,49.0,49.0,0,40,40,39.322086,39.322086,106.0,96.4,8.763561,76.8,0,0,120.5,90.0,106.0,2,180,2,212,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
112637639,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026634080993122,5.631882e+07,81.31728,56318877.0,56318762.0,112637639.0,5.631882e+07,81.31728,56318877.0,56318762.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02663408,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,5.631882e+07,81.31728,56318877.0,56318762.0,Benign
20774079,16,14,1287.0,12892.0,652.0,80.4375,199.5662,2896.0,920.8571,1061.4283,682.5332666,1.444107342,716347.56,2.5758968e+06,10000000.0,25.0,20800000.0,1.3849386e+06,3.507738e+06,10000000.0,48.0,20400000.0,1.5720736e+06,3.754462e+06,10000000.0,191.0,0,520,456,0.7701906,0.67391676,2896.0,457.3871,831.33453,691117.1,0,0,472.63333,80.4375,920.8571,16,1287,14,12892,29200,123,4,32,205612.5,266649.25,394162.0,17063.0,1e+07,19866.164,10000000.0,9998849.0,Benign
117818335,19,30,850.0,21422.0,203.0,44.736843,71.24047,1430.0,714.06665,687.18884,189.0367913,0.415894521,2.4545488e+06,1.17e+07,58300000.0,0.0,118000000.0,6.545463e+06,1.88e+07,58300000.0,36.0,118000000.0,4.0556872e+06,1.5e+07,58600000.0,0.0,0,392,612,0.16126522,0.25462928,1430.0,445.44,625.9671,391834.78,0,0,454.5306,44.736843,714.06665,19,850,30,21422,8192,180,8,20,622905.5,505495.78,980345.0,265466.0,5.82e+07,178424.97,58300000.0,58100000.0,Benign
1242833,3,4,20.0,964.0,20.0,6.6666665,11.547006,964.0,241.0,482.0,791.7395177,5.632293317,207138.83,507183.12,1242422.0,4.0,377.0,188.5,260.9224,373.0,4.0,1242818.0,414272.66,717198.4,1242422.0,23.0,0,72,92,2.41384,3.2184534,964.0,123.0,339.8874,115523.43,0,0,140.57143,6.6666665,241.0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
104010768,4,4,299.0,911.0,299.0,74.75,149.5,911.0,227.75,455.5,11.633410879150512,0.0769151132505819,1.4858681e+07,3.887953e+07,103026824.0,169.0,103986624.0,3.466221e+07,5.9207436e+07,103026824.0,487.0,851961.0,283987.0,437372.22,788946.0,23974.0,0,80,96,0.038457558,0.038457558,911.0,134.44444,307.53946,94580.53,1,0,151.25,74.75,227.75,4,299,4,911,-1,6432,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
10608,3,4,326.0,129.0,326.0,108.666664,188.21619,112.0,32.25,53.767246,42892.15686,659.8793363,1768.0,3782.3481,9475.0,1.0,687.0,343.5,341.53256,585.0,102.0,10060.0,3353.3333,5309.527,9475.0,1.0,0,72,92,282.80542,377.0739,326.0,56.875,115.406654,13318.696,0,0,65.0,108.666664,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
174,2,2,72.0,194.0,36.0,36.0,0.0,97.0,97.0,0.0,1528735.63218391,22988.5057471264,58.0,96.13012,169.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0,64,64,11494.253,11494.253,97.0,60.4,33.411076,1116.3,0,0,75.5,36.0,97.0,2,72,2,194,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
14083,1,1,42.0,141.0,42.0,42.0,0.0,141.0,141.0,0.0,12994.3904,142.0151956,14083.0,0.0,14083.0,14083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,71.0076,71.0076,141.0,75.0,57.157677,3267.0,0,0,112.5,42.0,141.0,1,42,1,141,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
375339,9,7,519.0,3234.0,201.0,57.666668,84.93968,1430.0,462.0,668.5245,9998.960939,42.62813084,25022.6,71472.1,279394.0,1.0,375339.0,46917.375,95270.695,279394.0,17.0,84183.0,14030.5,24006.453,61714.0,1.0,0,192,152,23.978323,18.649807,1430.0,220.76471,463.32864,214673.44,0,0,234.5625,57.666668,462.0,9,519,7,3234,8192,172,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
2401722,8,7,1138.0,1581.0,677.0,142.25,227.74657,1173.0,225.85715,430.0986,1132.1043817728,6.2455188402,171551.58,248709.53,942858.0,76.0,2401722.0,343103.16,402624.3,1234706.0,480.0,2169545.0,361590.84,285666.0,942858.0,231281.0,0,172,152,3.3309433,2.9145756,1173.0,169.9375,319.3628,101992.59,0,0,181.26666,142.25,225.85715,8,1138,7,1581,8192,62862,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
205140,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.624159110851126,102570.0,144963.97,205075.0,65.0,0.0,0.0,0.0,0.0,0.0,205140.0,205140.0,0.0,205140.0,205140.0,0,20,40,4.8747196,9.749439,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,2,0,-1,4446,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
60981,1,1,58.0,282.0,58.0,58.0,0.0,282.0,282.0,0.0,5575.50712517014,32.7971007362949,60981.0,0.0,60981.0,60981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,32,16.39855,16.39855,282.0,132.66667,129.32646,16725.334,0,0,199.0,58.0,282.0,1,58,1,282,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,64,0,666666.7,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,0,0,420,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
1227631,8,7,1138.0,1581.0,677.0,142.25,227.74657,1173.0,225.85715,430.0986,2214.8349137485,12.21865528,87687.93,249878.7,953169.0,4.0,1227631.0,175375.86,384704.22,1047259.0,4.0,1192045.0,198674.17,370317.6,953169.0,34560.0,0,172,152,6.5166163,5.7020392,1173.0,169.9375,319.3628,101992.59,0,0,181.26666,142.25,225.85715,8,1138,7,1581,8192,62862,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
4094665,14,8,1440.0,1731.0,725.0,102.85714,191.17284,1179.0,216.375,405.46478,774.4223276,5.372844909,194984.05,279213.12,954556.0,3.0,4094665.0,314974.22,391046.9,1335247.0,3.0,4066738.0,580962.56,406429.1,1022455.0,107030.0,0,292,172,3.419083,1.9537618,1179.0,137.86957,278.9101,77790.84,0,0,144.13637,102.85714,216.375,14,1440,8,1731,8192,62560,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
2336521,8,7,1148.0,1581.0,677.0,143.5,228.12967,1173.0,225.85715,430.0986,1167.9758067657,6.41980106320465,166894.36,246049.7,937465.0,2.0,2336521.0,333788.72,400897.7,1223220.0,2.0,2116111.0,352685.16,287595.9,937465.0,220022.0,0,172,152,3.423894,2.995907,1173.0,170.5625,319.43323,102037.59,0,0,181.93333,143.5,225.85715,8,1148,7,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
2999658,8,7,1128.0,1581.0,661.0,141.0,222.62332,1173.0,225.85715,430.0986,903.1029537367,5.000570065,214261.28,266999.28,953135.0,3.0,2999658.0,428522.56,419846.6,1337989.0,3.0,2668915.0,444819.16,250628.69,953135.0,317484.0,0,172,152,2.6669707,2.3335993,1173.0,169.3125,317.73126,100953.164,0,0,180.6,141.0,225.85715,8,1128,7,1581,64240,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
2563547,10,8,1138.0,2754.0,677.0,113.8,209.61754,1173.0,344.25,520.282,1518.2089503333,7.021521353,150796.88,287569.03,968915.0,56.0,2563547.0,284838.56,377211.34,1041826.0,56.0,2522762.0,360394.56,380094.75,968915.0,42763.0,0,224,172,3.9008453,3.120676,1173.0,204.8421,377.90598,142812.92,0,0,216.22223,113.8,344.25,10,1138,8,2754,8192,62862,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
16704,3,4,309.0,935.0,309.0,103.0,178.40123,935.0,233.75,467.5,74473.1796875,419.0613098144531,2784.0,6118.914,15244.0,3.0,15575.0,7787.5,10545.083,15244.0,331.0,16699.0,5566.3335,8683.022,15573.0,20.0,0,72,92,179.5977,239.46361,935.0,155.5,333.0088,110894.86,0,0,177.71428,103.0,233.75,3,309,4,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
219,2,1,38.0,0.0,38.0,19.0,26.870058,0.0,0.0,0.0,173515.9817,13698.63014,109.5,127.98633,200.0,19.0,219.0,219.0,0.0,219.0,219.0,0.0,0.0,0.0,0.0,0.0,1,40,20,9132.42,4566.21,38.0,19.0,21.93931,481.33334,1,0,25.333334,19.0,0.0,2,38,1,0,176,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
35167738,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056870305,3.52e+07,0.0,35200000.0,35200000.0,35200000.0,3.52e+07,0.0,35200000.0,35200000.0,0.0,0.0,0.0,0.0,0.0,0,40,0,0.056870304,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,3.52e+07,0.0,35200000.0,35200000.0,DDoS
369356,2,2,84.0,384.0,42.0,42.0,0.0,192.0,192.0,0.0,1267.070252,10.82966027,123118.664,213206.22,369308.0,2.0,46.0,46.0,0.0,46.0,46.0,2.0,2.0,0.0,2.0,2.0,0,40,40,5.41483,5.41483,192.0,102.0,82.15839,6750.0,0,0,127.5,42.0,192.0,2,84,2,384,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
102046980,16,18,938.0,3944.0,430.0,58.625,144.97765,1460.0,219.11111,479.28574,47.84071023,0.333179875,3.0923328e+06,4.627963e+06,10000000.0,48.0,101000000.0,6.755143e+06,4.800639e+06,10000000.0,127.0,102000000.0,6.000584e+06,4.9764775e+06,10000000.0,151.0,0,332,492,0.15679052,0.17638935,1460.0,139.48572,362.12708,131136.02,0,0,143.58824,58.625,219.11111,16,938,18,3944,8192,980,15,20,132785.9,303323.62,996060.0,36767.0,9.999929e+06,4122.8047,10000000.0,9995789.0,Benign
112639748,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026633582,5.63e+07,46.66905,56300000.0,56300000.0,113000000.0,5.63e+07,46.66905,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.026633581,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,5.63e+07,46.66905,56300000.0,56300000.0,Benign
6516,3,1,108.0,0.0,77.0,36.0,38.74274,0.0,0.0,0.0,16574.5856353591,613.8735420503,2172.0,3731.7444,6481.0,0.0,6516.0,3258.0,4607.508,6516.0,0.0,0.0,0.0,0.0,0.0,0.0,1,60,20,460.40515,153.46838,77.0,37.0,38.64583,1493.5,1,0,46.25,36.0,0.0,3,108,1,0,980,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
328482,9,8,1757.0,4105.0,1197.0,195.22223,393.10583,1460.0,513.125,663.3259,17845.7267064862,51.7532163102,20530.125,44322.15,178013.0,1.0,328482.0,41060.25,59423.156,178013.0,37.0,311095.0,44442.145,90208.016,245505.0,1.0,0,192,164,27.398762,24.354454,1460.0,325.66666,534.4922,285681.88,0,0,344.82352,195.22223,513.125,9,1757,8,4105,8192,65535,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53639434,5,1,123.0,46.0,46.0,24.6,23.276598,46.0,46.0,0.0,3.1506671006,0.1118580036,1.0727887e+07,2.3944658e+07,53561364.0,27.0,53639434.0,1.3409858e+07,2.6767696e+07,53561364.0,27.0,0.0,0.0,0.0,0.0,0.0,1,100,20,0.093215,0.018643001,46.0,30.714285,21.684975,470.2381,1,0,35.833332,24.6,46.0,5,123,1,46,257,341,2,20,77756.0,0.0,77756.0,77756.0,5.3561364e+07,0.0,53561364.0,53561364.0,Benign
716,3,0,77.0,0.0,46.0,25.666666,23.459185,0.0,0.0,0.0,107541.899441341,4189.9441340782,358.0,483.66104,700.0,16.0,716.0,358.0,483.66104,700.0,16.0,0.0,0.0,0.0,0.0,0.0,1,60,0,4189.9443,0.0,46.0,30.75,21.68525,470.25,1,0,41.0,25.666666,0.0,3,77,0,0,254,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
5812663,4,4,97.0,232.0,97.0,24.25,48.5,232.0,58.0,116.0,56.6005632874,1.3763054903,830380.44,2.1696908e+06,5750504.0,39.0,62159.0,20719.666,35604.367,61832.0,108.0,5812483.0,1.9374944e+06,3.3553598e+06,5811930.0,255.0,0,92,92,0.68815273,0.68815273,232.0,36.555557,80.00486,6400.778,0,0,41.125,24.25,58.0,4,97,4,232,8192,141,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
112622592,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026637639,5.63e+07,9801.914,56300000.0,56300000.0,113000000.0,5.63e+07,9801.914,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02663764,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,5.63e+07,9801.914,56300000.0,56300000.0,Benign
